name,type,district,accessibility,travel_time_min,dist_to_fault_km
百大周谷堆大兴物流园消防站,消防站,瑶海区,不可达,999.0,0.38
合肥经济技术开发区消防大队丹霞中队,消防站,蜀山区,正常可达,0.0,13.35
琼林苑消防站,消防站,肥东县,正常可达,0.0,7.97
九九夕阳红微型消防站,消防站,瑶海区,不可达,999.0,4.36
庐阳消防,消防站,庐阳区,不可达,999.0,3.59
中建一局消防,消防站,瑶海区,正常可达,1.85,6.49
治安消防岗亭,消防站,包河区,正常可达,1.71,7.74
撮镇镇唐安社区消防办公室,消防站,肥东县,不可达,999.0,0.44
黄巷村淝河大厦微型消防站,消防站,包河区,不可达,999.0,2.98
合肥创新产业园消防站,消防站,蜀山区,正常可达,1.84,11.82
芫东社区微型消防,消防站,包河区,不可达,999.0,2.18
上派镇潭冲社区微型消防站,消防站,肥西县,正常可达,0.68,23.36
合肥微型消防站,消防站,蜀山区,正常可达,2.29,6.72
金寨南路社区消防工作办公室,消防站,包河区,正常可达,2.29,6.45
望江东路社区微型消防站,消防站,包河区,正常可达,2.08,5.77
合肥中菜市消防站,消防站,庐阳区,不可达,999.0,0.84
瑶海区大兴镇微型消防站,消防站,瑶海区,不可达,999.0,0.02
高新区长宁中心社区微型消防站,消防站,蜀山区,正常可达,3.4,13.3
五里庙装饰世界微型消防站,消防站,包河区,不可达,999.0,2.68
常青街道凌大塘社区微型消防站,消防站,包河区,正常可达,3.54,6.65
茶博城微型消防站,消防站,包河区,正常可达,2.49,9.12
上派镇爱和社区微型消防站,消防站,肥西县,正常可达,2.4,21.84
圆通市场微型消防站,消防站,肥西县,正常可达,2.75,21.09
常青街道淝南社区微型消防站,消防站,包河区,正常可达,2.1,7.76
仰光社区微型消防站,消防站,包河区,正常可达,2.07,6.63
合肥首创奥莱微型消防站,消防站,包河区,正常可达,4.61,13.32
庐阳区公安消防大队,消防站,庐阳区,不可达,999.0,0.94
航南社区微型消防站,消防站,包河区,不可达,999.0,2.06
合肥华润万象城微型消防站,消防站,蜀山区,正常可达,3.8,10.33
安徽巢湖经济开发区消防救援大队,消防站,巢湖市,不可达,999.0,7.17
长丰县下塘镇政府专职消防队,消防站,长丰县,不可达,999.0,19.99
水家湖消防救援站,消防站,长丰县,不可达,999.0,25.75
庐江县消防救援局,消防站,庐江县,不可达,999.0,0.52
巢湖市消防救援大队向阳路消防救援站,消防站,巢湖市,不可达,999.0,2.29
巢湖市公安消防大队,消防站,巢湖市,不可达,999.0,0.11
庐江县消防救援大队龙桥消防救援站,消防站,庐江县,不可达,999.0,12.52
肥东县梁园镇政府专职消防队,消防站,肥东县,不可达,999.0,3.08
安徽省大风消防科技有限公司,消防站,长丰县,不可达,999.0,25.05
长丰县义井镇专职消防队,消防站,长丰县,不可达,999.0,30.2
安徽金南方消防通风设备有限公司,消防站,巢湖市,不可达,999.0,3.6
巢湖市居巢消防救援站,消防站,巢湖市,不可达,999.0,0.08
肥东县石塘镇政府专职消防队,消防站,肥东县,不可达,999.0,2.65
长丰县造甲镇政府专职消防队,消防站,长丰县,不可达,999.0,27.35
巢湖市消防救援局,消防站,巢湖市,不可达,999.0,2.3
长丰县朱巷镇政府专职消防站,消防站,长丰县,不可达,999.0,37.99
庐江县东顾山街道消防执勤点,消防站,庐江县,不可达,999.0,3.72
合肥安志消防设备有限公司,消防站,庐江县,不可达,999.0,0.14
庐江县汤池镇消防执勤点,消防站,庐江县,不可达,999.0,11.62
巢湖市消防队对面,消防站,巢湖市,不可达,999.0,7.13
巢湖市国泰消防设备制造有限公司,消防站,巢湖市,不可达,999.0,1.65
合肥金苗消防工程有限公司,消防站,肥东县,不可达,999.0,6.99
南巢消防队,消防站,巢湖市,不可达,999.0,2.87
庐江县岗湾街道消防执勤点,消防站,庐江县,不可达,999.0,2.8
庐江县庐城消防救援站,消防站,庐江县,不可达,999.0,0.53
长丰县杜集镇政府专职消防队,消防站,长丰县,不可达,999.0,37.69
杨庙镇专职消防队,消防站,长丰县,不可达,999.0,24.22
安徽辰龙消防设备制造有限公司,消防站,巢湖市,不可达,999.0,12.64
龙门寺服务区微型消防站治安巡逻,消防站,长丰县,不可达,999.0,17.88
肥西县山南镇消防救援站,消防站,肥西县,不可达,999.0,34.04
庐江县矾山镇消防执勤点,消防站,庐江县,不可达,999.0,13.55
安源消防,消防站,肥西县,不可达,999.0,22.73
巢湖市槐林镇专职消防队,消防站,巢湖市,不可达,999.0,9.87
长丰县朱巷镇应急消防站,消防站,长丰县,不可达,999.0,37.99
官亭消防站,消防站,肥西县,不可达,999.0,21.81
长丰县杜集镇应急消防站,消防站,长丰县,不可达,999.0,37.7
镇政府专职消防队,消防站,肥西县,不可达,999.0,34.81
森林微型消防站,消防站,巢湖市,不可达,999.0,3.6
新桥服务区微型消防站,消防站,蜀山区,不可达,999.0,9.34
天鹅湖体育公园,避难所,蜀山区,正常可达,0.45,9.28
天鹅湖公园,避难所,蜀山区,正常可达,0.45,8.82
绿轴公园,避难所,蜀山区,正常可达,2.38,10.15
石台路公园,避难所,蜀山区,正常可达,0.29,8.63
洪石公园,避难所,蜀山区,正常可达,3.21,7.16
市民公园,避难所,蜀山区,正常可达,2.87,6.83
新月公园,避难所,肥西县,正常可达,1.56,12.13
蜀峰湾体育公园,避难所,蜀山区,正常可达,1.49,7.97
天乐公园,避难所,蜀山区,正常可达,2.68,6.7
凤曦府公园,避难所,蜀山区,正常可达,0.29,9.01
常青体育公园,避难所,包河区,正常可达,0.0,7.11
星际体育公园,避难所,蜀山区,正常可达,5.02,10.8
杜岗游园,避难所,蜀山区,正常可达,0.88,7.18
迈乐小镇儿童体能公园,避难所,蜀山区,正常可达,1.7,12.16
蜀山森林公园,避难所,蜀山区,正常可达,5.43,9.26
合燃公园,避难所,蜀山区,不可达,999.0,4.96
蜀峰湾南湖生态公园(蜀峰湾公园),避难所,蜀山区,正常可达,1.37,8.4
沁心园公园,避难所,蜀山区,正常可达,1.61,10.12
幸福公园,避难所,蜀山区,正常可达,3.41,7.04
翡翠公园,避难所,蜀山区,正常可达,0.89,13.97
南屏公园,避难所,包河区,正常可达,1.03,7.71
旭辉公园,避难所,蜀山区,正常可达,1.58,8.05
庐州公园,避难所,蜀山区,不可达,999.0,3.51
合肥铁路公园,避难所,包河区,正常可达,1.63,6.68
匡河路口袋公园,避难所,蜀山区,正常可达,2.53,11.34
明珠公园,避难所,肥西县,正常可达,1.14,12.39
南艳湖公园,避难所,蜀山区,正常可达,0.49,12.44
庐州公园,避难所,庐阳区,正常可达,0.0,2.22
罍街公园,避难所,包河区,正常可达,0.0,5.79
星澜湾游园,避难所,包河区,正常可达,1.85,9.45
半岛公园,避难所,庐阳区,不可达,999.0,2.4
赵小郢游园,避难所,蜀山区,不可达,999.0,4.89
胡大郢体育公园,避难所,包河区,正常可达,2.27,8.64
环城公园,避难所,庐阳区,不可达,999.0,0.76
望湖公园,避难所,包河区,正常可达,1.26,6.74
石头塘公园,避难所,蜀山区,不可达,999.0,4.74
古逍遥津,避难所,庐阳区,不可达,999.0,0.82
李宁体育园,避难所,蜀山区,正常可达,0.66,13.19
骆岗公园,避难所,包河区,正常可达,3.66,9.69
合肥友好儿童公园,避难所,蜀山区,不可达,999.0,3.6
半岛公园,避难所,蜀山区,正常可达,0.0,6.89
合肥园博园安徽园,避难所,包河区,正常可达,1.44,8.39
商鼎公园,避难所,庐阳区,不可达,999.0,2.21
习友路游园,避难所,蜀山区,正常可达,4.27,10.66
浮庄,避难所,包河区,不可达,999.0,1.79
四季花海公园城市花园,避难所,蜀山区,正常可达,0.0,8.47
合肥庐州公园二期,避难所,蜀山区,不可达,999.0,2.64
飞虹园,避难所,蜀山区,不可达,999.0,4.06
常青游园,避难所,包河区,正常可达,2.46,6.45
四季花海公园C区,避难所,蜀山区,正常可达,0.56,7.31
4AM文体公园,避难所,蜀山区,正常可达,3.27,7.02
拾趣园,避难所,蜀山区,不可达,999.0,2.64
桂湖园,避难所,蜀山区,正常可达,2.02,5.89
趣玩侏罗纪,避难所,蜀山区,不可达,999.0,5.52
低碳花园,避难所,蜀山区,正常可达,1.49,8.03
未来公园,避难所,包河区,正常可达,1.05,7.52
悦动公园,避难所,包河区,正常可达,1.03,7.55
庐州公园1期,避难所,庐阳区,正常可达,0.0,2.2
庐州公园西区,避难所,庐阳区,不可达,999.0,2.94
紫桐公园,避难所,庐阳区,不可达,999.0,1.04
常青体育公园智能步道,避难所,包河区,正常可达,0.0,7.11
南艳湖炮弹厂遗址公园,避难所,蜀山区,正常可达,0.49,12.81
五里墩法治口袋游园,避难所,蜀山区,不可达,999.0,4.23
桃花潭公园,避难所,肥西县,正常可达,1.25,16.45
淝河生态公园,避难所,包河区,正常可达,1.94,6.43
小花园,避难所,庐阳区,不可达,999.0,1.06
雍荣游园,避难所,包河区,不可达,999.0,5.06
沁芳游园,避难所,包河区,正常可达,2.17,7.28
包河重点中心,避难所,包河区,正常可达,0.92,6.46
柏堰开放公园,避难所,肥西县,正常可达,0.91,14.48
四里渠滨水公园,避难所,庐阳区,不可达,999.0,0.06
双水公园,避难所,庐阳区,不可达,999.0,1.42
河滨游园,避难所,庐阳区,不可达,999.0,1.21
信达·天御游园,避难所,包河区,正常可达,1.42,8.67
春台街雕塑艺术公园,避难所,包河区,正常可达,1.59,7.76
蜀山森林公园-梅园,避难所,蜀山区,正常可达,1.26,9.19
集贤音乐公园,避难所,蜀山区,正常可达,1.95,14.35
蜀西湖公园,避难所,蜀山区,正常可达,2.66,11.91
滨河公园,避难所,瑶海区,不可达,999.0,1.94
庐州铁线公园,避难所,庐阳区,不可达,999.0,0.06
大房郢体育公园,避难所,庐阳区,不可达,999.0,0.12
口袋公园,避难所,庐阳区,正常可达,0.0,1.93
繁华公园,避难所,肥西县,正常可达,3.32,15.75
滨水公园,避难所,包河区,不可达,999.0,2.07
合肥工业大学翡翠湖校区校内公园,避难所,蜀山区,正常可达,1.99,14.26
中天左岸公园,避难所,瑶海区,不可达,999.0,1.99
趣滑滑板公园,避难所,蜀山区,正常可达,7.82,10.07
藕塘公园,避难所,庐阳区,不可达,999.0,0.19
匡河公园,避难所,蜀山区,正常可达,2.04,11.31
劳动公园,避难所,包河区,正常可达,0.94,6.66
杏花公园,避难所,庐阳区,不可达,999.0,1.7
合肥西扩公园,避难所,蜀山区,正常可达,2.74,9.96
四季花海公园,避难所,蜀山区,正常可达,1.03,7.77
清溪环保园,避难所,蜀山区,不可达,999.0,3.14
法制口袋公园,避难所,肥西县,正常可达,2.12,13.07
古逍遥津-游园,避难所,庐阳区,不可达,999.0,0.97
墨荷园(不对外开放),避难所,庐阳区,不可达,999.0,1.66
锦绣湖公园(建设中),避难所,包河区,正常可达,6.09,10.67
桃花口袋公园,避难所,肥西县,正常可达,0.79,14.08
易商数码口袋公园(建设中),避难所,肥西县,正常可达,2.08,12.92
海棠公园,避难所,庐阳区,不可达,999.0,0.54
中国铁建·国际城湿地公园,避难所,庐阳区,不可达,999.0,0.09
繁昌路体育公园,避难所,瑶海区,不可达,999.0,1.55
花冲公园,避难所,瑶海区,不可达,999.0,0.41
江淮风情园,避难所,蜀山区,不可达,999.0,2.2
蜀麓公园,避难所,蜀山区,正常可达,0.56,7.6
瑶海公园,避难所,瑶海区,正常可达,0.0,2.33
罍街公园A区,避难所,包河区,正常可达,0.0,5.69
健身公园,避难所,蜀山区,正常可达,1.03,8.0
四里河滨水湿地公园,避难所,庐阳区,不可达,999.0,0.29
滨湖塘西河公园,避难所,包河区,正常可达,0.52,13.82
蜀山城市运动公园,避难所,蜀山区,正常可达,0.33,7.26
四里河滨水生态公园北区,避难所,庐阳区,不可达,999.0,0.23
淝河智慧公园,避难所,包河区,不可达,999.0,4.71
跃动公园,避难所,包河区,不可达,999.0,3.4
南淝河码头公园,避难所,包河区,不可达,999.0,2.08
口袋体育公园,避难所,蜀山区,正常可达,1.11,6.92
万科·璞拾公园,避难所,庐阳区,不可达,999.0,0.76
菱湖公园,避难所,庐阳区,不可达,999.0,3.35
中海上东区街角公园,避难所,蜀山区,正常可达,5.65,9.8
火车口袋公园,避难所,瑶海区,不可达,999.0,0.2
合肥三国新城遗址公园(暂停开放),避难所,庐阳区,不可达,999.0,4.88
合肥生态公园,避难所,瑶海区,不可达,999.0,2.91
塘西河公园沙滩公园,避难所,包河区,正常可达,0.46,14.25
骆岗公园翠澜驿,避难所,包河区,正常可达,0.71,9.54
瑶海区滨河公园,避难所,瑶海区,不可达,999.0,1.78
口袋公园,避难所,庐阳区,不可达,999.0,1.42
古埂公园,避难所,肥西县,正常可达,0.0,21.17
方兴湖公园,避难所,包河区,正常可达,1.07,11.8
贡街公园,避难所,包河区,正常可达,5.11,6.44
金斗公园,避难所,包河区,正常可达,2.76,13.95
四里渠东路公园,避难所,庐阳区,不可达,999.0,0.05
长安时光口袋游园,避难所,肥西县,正常可达,0.79,14.0
紫云湖公园,避难所,肥西县,正常可达,3.0,20.63
欢肆公园,避难所,蜀山区,正常可达,2.41,13.23
塘西河体育公园,避难所,包河区,正常可达,0.0,14.31
云川公园,避难所,包河区,正常可达,1.55,15.43
陶冲湖公园,避难所,瑶海区,正常可达,0.54,6.28
紫云山公园,避难所,包河区,正常可达,0.51,11.61
青年创意田园,避难所,瑶海区,不可达,999.0,2.18
唐桥公园,避难所,瑶海区,不可达,999.0,1.2
新海公园,避难所,瑶海区,不可达,999.0,4.2
汊东渠公园,避难所,蜀山区,正常可达,0.0,6.9
派园,避难所,肥西县,正常可达,1.06,22.49
隆岗柳荫,避难所,瑶海区,不可达,999.0,1.92
天山公园,避难所,包河区,正常可达,0.96,13.57
安徽英利奥体育公园,避难所,庐阳区,不可达,999.0,4.21
蜀山城市运动公园(西区),避难所,蜀山区,正常可达,0.33,7.47
香樟口袋游园(建设中),避难所,肥西县,正常可达,1.14,11.6
合肥巢湖湖滨国家湿地公园,避难所,包河区,正常可达,5.47,9.48
瑶海湾湿地公园,避难所,瑶海区,不可达,999.0,1.5
潭冲河湿地公园,避难所,肥西县,正常可达,0.51,22.32
云谷体育公园,避难所,包河区,正常可达,1.53,16.31
清河路体育公园,避难所,庐阳区,不可达,999.0,3.38
滨湖明珠体育公园,避难所,包河区,正常可达,1.02,13.43
那一家零食公园,避难所,肥西县,正常可达,2.06,14.29
裕丰花市体育公园,避难所,瑶海区,不可达,999.0,1.65
龙栖地湿地公园,避难所,肥东县,不可达,999.0,1.2
安徽大学(磬苑校区)-自然公园,避难所,蜀山区,正常可达,0.62,16.03
天水体育公园,避难所,瑶海区,不可达,999.0,4.73
鲨鱼公园,避难所,庐阳区,不可达,999.0,0.17
长江中路游园,避难所,庐阳区,正常可达,0.0,1.94
庐州公园一期-东入口小公园,避难所,庐阳区,不可达,999.0,1.87
双拥园,避难所,包河区,正常可达,0.0,7.08
北涝圩湿地,避难所,包河区,正常可达,3.39,16.44
下凹绿地,避难所,包河区,正常可达,0.6,8.61
丽景湖公园,避难所,肥西县,正常可达,0.43,21.45
安徽庐阳董铺国家湿地公园,避难所,庐阳区,不可达,999.0,3.46
合肥淮北路公园,避难所,庐阳区,不可达,999.0,2.96
新华口袋公园,避难所,庐阳区,不可达,999.0,2.13
肥光口袋公园,避难所,肥西县,正常可达,3.68,18.43
派河健康主题公园,避难所,肥西县,正常可达,3.61,20.34
庐州公园-健康主题公园,避难所,庐阳区,不可达,999.0,1.96
塘西河公园绿道,避难所,包河区,正常可达,1.07,14.59
莲花公园,避难所,包河区,正常可达,3.64,18.84
瓜牛童心田园,避难所,庐阳区,不可达,999.0,3.44
塘西河-雨水公园,避难所,包河区,正常可达,0.0,14.32
新安江公园,避难所,瑶海区,不可达,999.0,0.89
新站区铁路生态公园,避难所,瑶海区,正常可达,0.88,6.19
兰园,避难所,庐阳区,不可达,999.0,4.51
流香游园,避难所,蜀山区,不可达,999.0,4.0
月亮湾公园,避难所,瑶海区,不可达,999.0,2.46
鸭林冲游园,避难所,瑶海区,不可达,999.0,1.59
华山公园,避难所,包河区,正常可达,1.39,12.3
金斗体育公园,避难所,包河区,正常可达,2.76,13.47
潭冲河走廊公园,避难所,肥西县,正常可达,0.43,21.27
先锋游园,避难所,瑶海区,不可达,999.0,0.99
二十埠河中游湿地,避难所,瑶海区,不可达,999.0,1.71
学林体育公园,避难所,瑶海区,正常可达,0.34,6.93
合肥滨湖体育公园,避难所,包河区,正常可达,0.47,13.98
樱花主题游园(建设中),避难所,蜀山区,正常可达,2.18,13.17
陈俊愉手植梅名木公园,避难所,蜀山区,不可达,999.0,4.27
城东游园,避难所,瑶海区,不可达,999.0,0.81
活力橙公园,避难所,包河区,不可达,999.0,3.08
娘娘池,避难所,庐阳区,不可达,999.0,1.07
黄巷村幸福游园,避难所,包河区,不可达,999.0,2.38
紫云山公园-滨湖人防主题公园,避难所,包河区,正常可达,0.51,11.68
党建主题公园,避难所,包河区,正常可达,1.22,6.5
龙岗游园,避难所,瑶海区,不可达,999.0,2.41
金湖公园,避难所,长丰县,不可达,999.0,2.64
城市广场,避难所,瑶海区,不可达,999.0,0.61
香格里拉城市广场,避难所,蜀山区,正常可达,1.49,6.43
和平文化广场,避难所,肥东县,正常可达,1.25,8.94
湖滨道儿童娱乐小广场,避难所,包河区,正常可达,0.45,12.39
大圩金葡萄文化广场,避难所,包河区,正常可达,1.14,6.07
五合村文体广场,避难所,肥西县,不可达,999.0,2.75
桃花镇顺和社区远教文化广场,避难所,肥西县,正常可达,1.25,17.14
站北文化广场,避难所,瑶海区,不可达,999.0,3.01
永安村葡萄文化广场,避难所,庐江县,不可达,999.0,1.81
金岗村乡贤文化广场,避难所,肥西县,正常可达,7.59,19.57
肥西县四十埠文体广场,避难所,肥西县,正常可达,2.02,22.4
锦绣社区人口文化广场,避难所,蜀山区,正常可达,2.79,15.85
大兴镇文化广场,避难所,瑶海区,不可达,999.0,0.23
花岗镇张店社区人口健康文化广场,避难所,肥西县,正常可达,17.92,32.89
肥西县文化体育公园健身广场,避难所,肥西县,正常可达,0.45,21.58
上海路桥下健身广场,避难所,瑶海区,不可达,999.0,1.5
乡贤文化广场,避难所,肥西县,正常可达,3.03,22.28
文化广场,避难所,瑶海区,不可达,999.0,0.47
淮合花园-文化广场,避难所,瑶海区,不可达,999.0,4.73
湿地广场,避难所,瑶海区,不可达,999.0,5.74
文化广场,避难所,肥东县,不可达,999.0,3.11
法治文化广场,避难所,包河区,不可达,999.0,4.26
淝南家园文化广场,避难所,包河区,正常可达,1.82,7.6
骆岗公园南广场,避难所,包河区,正常可达,1.01,9.41
合肥正大桐山国际广场,避难所,蜀山区,正常可达,1.69,12.24
沁心湖社区文化广场,避难所,包河区,正常可达,1.37,6.84
店埠镇全民健身广场,避难所,肥东县,正常可达,1.39,8.65
龙湖星悦广场,避难所,瑶海区,不可达,999.0,7.72
肥西县远教文化广场,避难所,肥西县,正常可达,0.0,21.17
金罍广场,避难所,包河区,正常可达,1.43,5.69
丰乐镇全民健身广场,避难所,肥西县,正常可达,15.13,16.29
合肥体育中心北广场,避难所,蜀山区,正常可达,3.58,10.71
肥东县市民文化广场,避难所,肥东县,正常可达,1.91,7.8
海恒社区习友志愿服务广场,避难所,蜀山区,正常可达,3.44,11.31
巨石阵广场,避难所,长丰县,不可达,999.0,0.99
天龙广场,避难所,蜀山区,正常可达,0.0,9.1
健身广场,避难所,瑶海区,不可达,999.0,0.63
山门广场,避难所,肥西县,正常可达,1.52,27.55
合肥市包公园-九狮广场,避难所,包河区,不可达,999.0,1.37
南园文化广场,避难所,包河区,不可达,999.0,4.94
长临河镇文化广场,避难所,肥东县,不可达,999.0,1.55
合肥一中教学区广场,避难所,包河区,正常可达,0.71,14.13
合肥佳园广场,避难所,包河区,正常可达,1.32,13.45
安徽财贸职业学院-名人文化广场,避难所,肥西县,正常可达,0.64,17.1
蜀南庭苑中心广场,避难所,蜀山区,正常可达,1.98,10.66
庐州公园一期-休闲广场,避难所,庐阳区,正常可达,0.0,2.22
中国科学技术大学东校区郭沫若广场,避难所,包河区,不可达,999.0,4.96
安徽医科大学-文化广场,避难所,蜀山区,不可达,999.0,4.1
人民广场,避难所,肥东县,正常可达,1.22,8.86
和睦广场,避难所,肥东县,不可达,999.0,5.08
喷泉广场,避难所,包河区,正常可达,0.78,6.59
合肥市滨湖中翔广场,避难所,包河区,正常可达,1.07,13.76
渡江战役纪念馆-北广场,避难所,包河区,正常可达,1.11,10.76
绿地广场,避难所,包河区,不可达,999.0,4.18
罍宝广场,避难所,包河区,正常可达,2.5,5.89
滨湖金融小镇链街广场,避难所,包河区,正常可达,2.81,7.68
蜀山烈士陵园-入口广场,避难所,蜀山区,正常可达,1.37,8.56
黑池坝景区广场,避难所,蜀山区,不可达,999.0,2.33
非遗文化广场,避难所,长丰县,不可达,999.0,2.74
合肥工业大学翡翠湖校区东风广场,避难所,蜀山区,正常可达,1.31,14.31
三十岗乡残疾人文化体育广场,避难所,庐阳区,不可达,999.0,3.26
陈大郢生育文化广场,避难所,肥东县,正常可达,0.0,6.58
紫云山包河文化创意产业园红旗广场,避难所,包河区,正常可达,2.11,6.48
定光社区群众文化广场,避难所,肥东县,正常可达,5.35,6.83
青年广场,避难所,蜀山区,正常可达,0.54,13.8
法治文化广场,避难所,瑶海区,不可达,999.0,1.74
胜利广场,避难所,包河区,正常可达,0.0,10.48
党群文化广场,避难所,瑶海区,不可达,999.0,3.46
四季花海城市公园A区,避难所,蜀山区,正常可达,0.0,8.49
莲花广场,避难所,蜀山区,正常可达,2.07,14.4
撮城广场,避难所,肥东县,不可达,999.0,2.15
梅冲湖社区志愿者服务广场,避难所,长丰县,不可达,999.0,1.37
世纪广场,避难所,蜀山区,正常可达,1.74,12.48
智慧广场,避难所,蜀山区,不可达,999.0,3.03
智力广场,避难所,蜀山区,正常可达,0.0,9.21
陈大郢社区志愿服务广场,避难所,肥东县,正常可达,0.0,6.59
下沉广场,避难所,蜀山区,正常可达,2.72,8.07
古埂公园广场,避难所,肥西县,正常可达,0.0,21.1
石刻文化广场,避难所,庐阳区,不可达,999.0,4.58
北闸广场,避难所,庐江县,不可达,999.0,0.11
清水湾石碑广场,避难所,庐江县,不可达,999.0,1.25
安徽水利水电职业技术学院-师禹广场,避难所,肥东县,不可达,999.0,1.38
新年广场,避难所,蜀山区,正常可达,0.37,13.45
银杏广场,避难所,包河区,正常可达,0.61,6.61
星和广场,避难所,蜀山区,正常可达,1.49,6.75
家家景园社区远教文化广场,避难所,蜀山区,不可达,999.0,4.16
肥西法治广场,避难所,肥西县,正常可达,0.92,21.21
市府广场,避难所,庐阳区,正常可达,1.31,1.63
复兴社区体育健身广场,避难所,肥东县,不可达,999.0,1.96
科技广场,避难所,瑶海区,正常可达,0.54,5.86
安徽大学磬苑校区鸣磬广场,避难所,蜀山区,正常可达,2.87,15.8
雅苑广场,避难所,肥西县,正常可达,0.72,13.02
下沉广场,避难所,包河区,不可达,999.0,2.51
伟人雕像广场,避难所,包河区,正常可达,0.0,10.61
休闲广场,避难所,肥东县,正常可达,10.45,6.78
同心广场,避难所,庐阳区,不可达,999.0,1.6
星球广场,避难所,肥西县,正常可达,1.81,26.18
青年广场,避难所,瑶海区,不可达,999.0,1.05
安居苑中心广场,避难所,蜀山区,正常可达,4.18,5.25
兴华苑-休闲广场,避难所,瑶海区,不可达,999.0,3.84
关镇幸福广场,避难所,包河区,不可达,999.0,2.86
安徽大学磬苑校区磬苑广场,避难所,蜀山区,正常可达,0.0,15.58
严济慈广场,避难所,蜀山区,不可达,999.0,5.48
桃花镇翡翠社区志愿者服务广场,避难所,肥西县,正常可达,2.54,18.24
方圆荟西广场,避难所,包河区,正常可达,1.33,13.18
人大主题广场,避难所,瑶海区,不可达,999.0,1.67
兴园北区广场,避难所,蜀山区,正常可达,1.49,9.38
镇南社区志愿服务广场,避难所,肥东县,正常可达,2.61,7.86
御金广场,避难所,蜀山区,不可达,999.0,4.89
林下广场,避难所,包河区,正常可达,1.42,9.19
美虹社区志愿者服务广场,避难所,蜀山区,不可达,999.0,4.79
城关中学翰林院广场,避难所,肥东县,正常可达,5.79,7.75
合肥杨昊纪念广场,避难所,庐阳区,不可达,999.0,1.12
安徽职业技术大学风华广场,避难所,瑶海区,正常可达,3.78,7.65
廉政文化广场,避难所,包河区,正常可达,2.69,5.85
庐阳法治广场,避难所,庐阳区,不可达,999.0,1.78
凤洲村活动广场,避难所,庐江县,不可达,999.0,0.55
烈士纪念广场,避难所,蜀山区,正常可达,1.07,9.42
都市清华人口文化广场,避难所,庐阳区,不可达,999.0,0.28
入口广场,避难所,包河区,正常可达,0.84,6.82
合肥市包河区志愿服务广场,避难所,包河区,正常可达,0.68,6.8
光明社居委新时代文明实践站党建文化广场,避难所,瑶海区,正常可达,3.57,6.91
肥东法治广场,避难所,肥东县,不可达,999.0,5.03
紫蓬山国家森林公园-休闲集散广场,避难所,肥西县,正常可达,1.52,28.81
有巢广场,避难所,包河区,正常可达,0.84,5.87
骆驼广场,避难所,长丰县,不可达,999.0,2.17
腾辉广场,避难所,肥东县,不可达,999.0,1.35
融创文旅城脸谱广场,避难所,包河区,正常可达,3.07,12.48
中缘广场,避难所,瑶海区,不可达,999.0,1.11
融金广场,避难所,蜀山区,正常可达,1.51,7.6
东门广场,避难所,庐阳区,不可达,999.0,0.23
安徽工商职业学院-大广场,避难所,长丰县,不可达,999.0,2.86
女神环廊广场,避难所,肥西县,正常可达,1.78,24.89
新月志愿服务广场,避难所,蜀山区,正常可达,1.27,12.0
安徽大学磬苑校区东广场,避难所,蜀山区,正常可达,0.0,15.51
文化传媒广场,避难所,蜀山区,正常可达,2.2,10.07
藕广场,避难所,瑶海区,不可达,999.0,0.33
法治广场,避难所,蜀山区,正常可达,3.77,9.0
爱情广场,避难所,庐阳区,不可达,999.0,1.87
逐浪广场,避难所,包河区,不可达,999.0,3.23
南门广场,避难所,包河区,正常可达,0.96,12.83
安徽大学磬苑校区杏坛广场,避难所,蜀山区,正常可达,0.19,15.7
志愿庐阳公益主题广场,避难所,庐阳区,不可达,999.0,1.63
音乐喷泉广场,避难所,瑶海区,不可达,999.0,0.71
林荫广场,避难所,瑶海区,正常可达,0.0,2.25
上派镇珍珠社区志愿服务广场,避难所,肥西县,正常可达,2.59,20.55
合肥紫蓬湾国际高尔夫俱乐部,避难所,肥西县,正常可达,3.67,27.75
中环高尔夫俱乐部,避难所,蜀山区,正常可达,3.56,8.75
合肥双凤湖高尔夫俱乐部,避难所,长丰县,不可达,999.0,4.85
空蝉高尔夫俱乐部,避难所,瑶海区,正常可达,5.6,6.81
超星汇室内高尔夫俱乐部,避难所,蜀山区,正常可达,0.92,8.68
合肥七铁高尔夫俱乐部,避难所,蜀山区,不可达,999.0,5.05
乐高室内高尔夫,避难所,蜀山区,正常可达,0.92,8.49
NICE SHOT室内高尔夫球场,避难所,瑶海区,不可达,999.0,3.58
OASIS高尔夫俱乐部(淮矿和平盛世商业街店),避难所,瑶海区,不可达,999.0,1.41
万振城市广场,避难所,巢湖市,不可达,999.0,3.43
下塘城市公园,避难所,长丰县,不可达,999.0,23.29
绿廊城市公园,避难所,长丰县,不可达,999.0,27.78
中垾文化广场,避难所,巢湖市,不可达,999.0,3.28
山南镇文化活动休闲广场,避难所,肥西县,不可达,999.0,33.8
涂山娇文化广场,避难所,巢湖市,不可达,999.0,11.35
凤凰山街道党建文化广场,避难所,巢湖市,不可达,999.0,4.32
宝地文化广场,避难所,巢湖市,不可达,999.0,3.37
远教文化广场,避难所,肥东县,不可达,999.0,0.5
武术文化广场,避难所,长丰县,不可达,999.0,39.52
陈大户村文化广场,避难所,肥东县,不可达,999.0,2.64
文化广场,避难所,肥东县,不可达,999.0,2.19
农民文化广场,避难所,肥东县,不可达,999.0,5.5
